Customer|Customer Name|Customer Currency Code|Currency|Transaction Type|Apply to Invoice|Invoice|Amount|Original Amount|Due/Payment Date|Exchange Rate|Invoice Date|Credit Hold|City|Contact|Credit Limit|Terms|Terms Code Description|Prov/State|Phone|Type|Salesperson|Name|Phone[1]
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  92594|  92594|5807.53000000|5807.53000000|30-04-19|1|11-02-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  92597|  92597|5807.53000000|5807.53000000|30-04-19|1|11-02-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  92802|  92802|5807.53000000|5807.53000000|30-04-19|1|22-02-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93052|  93052|5807.53000000|5807.53000000|30-05-19|1|11-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93060|  93060|5807.53000000|5807.53000000|30-05-19|1|11-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-L069|LIM SEONG HAI LIGHTING SDN BHD|MYR|MYR|I|1004533|1004533|58120.49000000|58120.49000000|31-01-21|1|12-11-20||||5000000.00000000|60|60 Days||||Kok Wai||03-4021 8899
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005083|1005083|5815.18000000|5815.18000000|30-04-21|1|15-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-S221|SSANGYONG ENGINEERING & CONSTRUCTION CO. LTD.|MYR|MYR|I|1004012|1004012|5815.33000000|5815.33000000|30-12-20|1|19-10-20||||2000000.00000000|60|60 Days||||Kok Wai||603-2181 6169 / 6515
AR-K069|KHEAN SENG ENGINEERING SDN BHD|MYR|MYR|I|  96857|  96857|58160.00000000|58160.00000000|29-01-20|1|31-10-19||||0.00000000|30|30 Days||||||04-582 6790 / 791
AR-G003|GEOHAN S/B|MYR|MYR|I|1004061|1004061|5819.00000000|5819.00000000|30-12-20|1|21-10-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93213|  93213|582.50000000|582.50000000|30-05-19|1|15-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93319|  93319|582.50000000|582.50000000|30-05-19|1|22-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93466|  93466|582.50000000|582.50000000|30-05-19|1|27-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93594|  93594|582.50000000|582.50000000|30-06-19|1|01-04-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005185|1005185|5824.43000000|5824.43000000|30-04-21|1|19-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88726|  88726|58240.92000000|58240.92000000|30-10-18|1|11-08-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-A115|AIMA CONSTRUCTION SDN BHD|MYR|MYR|I|1005220|1005220|5828.90000000|5828.90000000|31-03-21|1|14-12-20||||1000000.00000000|30|30 Days||||Kok Wai||03-8068 4331
AR-L069|LIM SEONG HAI LIGHTING SDN BHD|MYR|MYR|I|1004535|1004535|5831.45000000|5831.45000000|31-01-21|1|12-11-20||||5000000.00000000|60|60 Days||||Kok Wai||03-4021 8899
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1005009|1005009|58310.45000000|58310.45000000|28-02-21|1|10-12-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004901|1004901|5832.69000000|5832.69000000|30-04-21|1|02-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93216|  93216|5832.89000000|5832.89000000|30-05-19|1|15-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93326|  93326|5832.89000000|5832.89000000|30-05-19|1|22-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93459|  93459|5832.89000000|5832.89000000|30-05-19|1|27-03-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  93595|  93595|5832.89000000|5832.89000000|30-06-19|1|01-04-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-W043|WTK ENGINEERING SDN BHD|MYR|MYR|I|DN18083|DN18083|5832.93000000|5832.93000000|30-11-18|1|30-11-18||||2800000.00000000|60|60 Days||||||03-3323 7333
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004705|1004705|58325.50000000|58325.50000000|31-01-21|1|23-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004918|1004918|58325.50000000|58325.50000000|28-02-21|1|03-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|P|DN19029|DN19029|0.00000000|-5846.90000000|30-11-20|1|30-11-20|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004724|1004724|58507.42000000|58507.42000000|24-11-20|1|24-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003961|1003961|5853.12000000|5853.12000000|30-12-20|1|15-10-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  88684|  88684|58545.36000000|58545.36000000|30-10-18|1|09-08-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-A023|ANEKA JARINGAN SDN BHD|MYR|MYR|I|1004895|1004895|58551.05000000|58551.05000000|31-01-21|1|02-12-20||||3000000.00000000|30|30 Days||||Mei||03-8657 5150
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|I|  97364|  97364|58565.44000000|58565.44000000|30-01-20|1|29-11-19|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1002906|1002906|58680.82000000|58680.82000000|29-11-20|1|25-08-20||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|  97509|  97509|5869.50000000|5869.50000000|01-03-20|1|07-12-19||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  75613|  75613|58698.35000000|58698.35000000|25-01-17|1|25-01-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-P100|PC GEOTECHNIC SDN BHD|MYR|MYR|P|  95994|  95994|0.00000000|-58702.98000000|02-09-20|1|02-09-20||||650000.00000000|60|60 Days||||Mei||03-3323 7333
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1002398|1002398|588.00000000|588.00000000|30-09-20|1|18-07-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-S005|SOILS & FOUNDATIONS S/B|MYR|MYR|I|1005155|1005155|588.00000000|588.00000000|28-02-21|1|18-12-20||||500000.00000000|30|30 Days||||Ken||03-7982 3366
AR-S005|SOILS & FOUNDATIONS S/B|MYR|MYR|I|1005519|1005519|588.00000000|588.00000000|31-03-21|1|13-01-21||||500000.00000000|30|30 Days||||Ken||03-7982 3366
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005369|1005369|589.77000000|589.77000000|31-05-21|1|04-01-21||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|I|1003347|1003347|58937.20000000|58937.20000000|30-11-20|1|15-09-20||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004751|1004751|58942.01000000|58942.01000000|25-11-20|1|25-11-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1004376|1004376|5900.00000000|5900.00000000|28-02-21|1|05-11-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004100|1004100|5902.51000000|5902.51000000|30-11-20|1|21-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C129|CONTROL INSTRUMENTS (M) SDN BHD|MYR|MYR|I|1005467|1005467|59040.00000000|59040.00000000|31-03-21|1|12-01-21||||3000000.00000000|60|60 Days||||BILL||06-799 1627
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1003857|1003857|5910.00000000|5910.00000000|29-01-21|1|10-10-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1003772|1003772|5918.43000000|5918.43000000|30-11-20|1|05-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1003917|1003917|5918.43000000|5918.43000000|30-11-20|1|12-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004040|1004040|5918.43000000|5918.43000000|30-11-20|1|19-10-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004435|1004435|5918.43000000|5918.43000000|31-12-20|1|07-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-C131|CRSM CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1004693|1004693|5918.43000000|5918.43000000|31-12-20|1|21-11-20||||1000000.00000000|30|30 Days||||Kok Wai||03-4266 0761
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  86454|  86454|594.72000000|594.72000000|30-07-18|1|08-05-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  91512|  91512|59433.75000000|59433.75000000|02-03-19|1|10-12-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-B009|BSG CONSTRUCTION (MALAYSIA) S/B|MYR|MYR|I|1005641|1005641|59481.70000000|59481.70000000|31-03-21|1|21-01-21||||2000000.00000000|60|60 Days||||Mei||03-6205 3693
AR-P100|PC GEOTECHNIC SDN BHD|MYR|MYR|I|  95994|  95994|-7387.79000000|59521.80000000|30-11-19|1|06-09-19||||650000.00000000|60|60 Days||||Mei||03-3323 7333
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|D|0|DN20106|5956.33000000|5956.33000000|31-08-20|1|31-08-20||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|C|0|CN20050|-5956.33000000|-5956.33000000|31-08-20|1|31-08-20||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-P051|PECK CHEW PILING (M) SDN BHD|MYR|MYR|I|1003533|1003533|59625.00000000|59625.00000000|30-11-20|1|25-09-20||||1000000.00000000|60|60 Days||||Mei||03-3323 7333*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004905|1004905|5994.42000000|5994.42000000|30-04-21|1|02-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-B075|BUMIMETRO CONSTRUCTION SDN BHD|MYR|MYR|I|  66248|  66248|59943.64000000|59943.64000000|31-01-16|1|16-12-15|*CREDIT HOLD*|||1500000.00000000|30|30 Days||||||03-6142 7200
AR-A023|ANEKA JARINGAN SDN BHD|MYR|MYR|I|1004429|1004429|6.72000000|6.72000000|31-12-20|1|07-11-20||||3000000.00000000|30|30 Days||||Mei||03-8657 5150
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  86577|  86577|600.00000000|600.00000000|30-07-18|1|03-05-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  86578|  86578|600.00000000|600.00000000|30-07-18|1|04-05-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1001177|1001177|600.00000000|600.00000000|30-05-20|1|17-03-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|C|1000886|CN20035|0.00000000|-600.00000000|03-06-20|1|03-06-20||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|C|1000990|CN20036|0.00000000|-600.00000000|03-06-20|1|03-06-20||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-C114|CHINA 1ST METALLURGICAL CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1000948|1000948|60111.63000000|60111.63000000|29-06-20|1|03-03-20|*CREDIT HOLD*|||0.00000000|30|30 Days||||Mei||03-80113148
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1000886|1000886|59529.00000000|60129.00000000|30-04-20|1|29-02-20||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-X004|XING YANG CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1000990|1000990|59529.00000000|60129.00000000|30-05-20|1|04-03-20||||1000000.00000000|60|60 Days||||Kok Wai||03-2710 4177
AR-C114|CHINA 1ST METALLURGICAL CONSTRUCTION (M) SDN BHD|MYR|MYR|I|  97567|  97567|60177.54000000|60177.54000000|01-03-20|1|13-12-19|*CREDIT HOLD*|||0.00000000|30|30 Days||||Mei||03-80113148
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003729|1003729|60354.00000000|60354.00000000|30-12-20|1|05-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004150|1004150|6040.65000000|6040.65000000|30-12-20|1|26-10-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-A052|SS BASE CONTRACTORS SDN BHD|MYR|MYR|I|  90881|  90881|6045.00000000|6045.00000000|31-12-18|1|10-11-18|*CREDIT HOLD*|||500000.00000000|0|CASH||||||03-7782 1050
AR-B009|BSG CONSTRUCTION (MALAYSIA) S/B|MYR|MYR|I|1004222|1004222|605.00000000|605.00000000|30-12-20|1|29-10-20||||2000000.00000000|60|60 Days||||Mei||03-6205 3693
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003711|1003711|60504.75000000|60504.75000000|30-12-20|1|03-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-L018|LEBROTHERS CONSTRUCTION S/B|MYR|MYR|I|1003765|1003765|60504.75000000|60504.75000000|30-12-20|1|06-10-20||||8000000.00000000|60|60 Days||||Eeyan||03-8926 6098
AR-T107|TLH SOLUTION (M) SDN BHD|MYR|MYR|I|1005254|1005254|6057.90000000|6057.90000000|31-01-21|1|26-12-20||||0.00000000|30|30 Days||||Kok Wai||03-8962 6691
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  69922|  69922|60787.87000000|60787.87000000|30-07-16|1|14-05-16|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003816|1003816|6079.50000000|6079.50000000|30-12-20|1|08-10-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-D011|DYNABRIDGE S/B|MYR|MYR|I|1004571|1004571|6080.00000000|6080.00000000|31-01-21|1|16-11-20||||3000000.00000000|60|60 Days||||Ken||03-9130 9886
AR-M093|MCC OVERSEAS (M) SDN BHD|MYR|MYR|I|1000487|1000487|60870.08000000|60870.08000000|30-04-20|1|10-02-20|*CREDIT HOLD*|||800000.00000000|60|60 Days||||Mei||03-4065 0111
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  86450|  86450|609.60000000|609.60000000|30-06-18|1|28-04-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1003184|1003184|60994.15000000|60994.15000000|30-11-20|1|08-09-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1003227|1003227|60994.15000000|60994.15000000|30-11-20|1|09-09-20||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-N004|NATIONWIDE TIARA (M) SDN BHD|MYR|MYR|I|1002768|1002768|610.00000000|610.00000000|30-10-20|1|17-08-20||||500000.00000000|60|60 Days||||Ken||03-4297 2966*
AR-C115|CB INFRA SDN BHD|MYR|MYR|I|1005442|1005442|61132.50000000|61132.50000000|31-03-21|1|11-01-21||||0.00000000|60|60 Days||||BILL||03-51226977
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003092|1003092|6114.42000000|6114.42000000|30-11-20|1|02-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003244|1003244|6114.42000000|6114.42000000|30-11-20|1|09-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003381|1003381|6114.42000000|6114.42000000|30-11-20|1|17-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003563|1003563|6114.42000000|6114.42000000|30-11-20|1|25-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003639|1003639|6114.42000000|6114.42000000|30-11-20|1|30-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-D011|DYNABRIDGE S/B|MYR|MYR|I|1003290|1003290|6120.00000000|6120.00000000|30-11-20|1|12-09-20||||3000000.00000000|60|60 Days||||Ken||03-9130 9886
AR-E020|EK BUILD SDN BHD|MYR|MYR|P|  94358|  94358|0.00000000|-61222.87000000|13-01-21|1|13-01-21|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-6274 0027
AR-P100|PC GEOTECHNIC SDN BHD|MYR|MYR|D|0|DN20151|6124.37000000|6124.37000000|30-11-20|1|30-11-20||||650000.00000000|60|60 Days||||Mei||03-3323 7333
AR-S005|SOILS & FOUNDATIONS S/B|MYR|MYR|I|1004599|1004599|61270.00000000|61270.00000000|31-01-21|1|18-11-20||||500000.00000000|30|30 Days||||Ken||03-7982 3366
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004066|1004066|6129.90000000|6129.90000000|30-12-20|1|21-10-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1005636|1005636|6135.30000000|6135.30000000|01-01-21|1|01-01-21||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|1003183|1003183|6143.31000000|6143.31000000|30-11-20|1|08-09-20||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-G003|GEOHAN S/B|MYR|MYR|I|1004557|1004557|6144.00000000|6144.00000000|31-01-21|1|16-11-20||||5000000.00000000|60|60 Days||||Kok Wai||03-7727 3608
AR-G063|G N P CONSTRUCTION SDN BHD|MYR|MYR|I|  92421|  92421|6145.78000000|6145.78000000|30-03-19|1|29-01-19|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||||09-748 7810
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003088|1003088|616.75000000|616.75000000|30-11-20|1|03-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  75663|  75663|61648.22000000|61648.22000000|03-02-17|1|03-02-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003453|1003453|6167.50000000|6167.50000000|30-11-20|1|12-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-C118|CHARTER BUILT ENGINEERING SDN BHD|MYR|MYR|I|1005174|1005174|61670.88000000|61670.88000000|28-02-21|1|18-12-20||||0.00000000|60|60 Days||||BILL||03-5122 6977
AR-A103|ALPHAZEN CONTRACT SDN BHD|MYR|MYR|I|1005434|1005434|61745.88000000|61745.88000000|30-04-21|1|08-01-21||||1500000.00000000|90|90 Days||||Kok Wai||03-8993 9988
AR-C118|CHARTER BUILT ENGINEERING SDN BHD|MYR|MYR|I|1005355|1005355|61797.60000000|61797.60000000|31-03-21|1|04-01-21||||0.00000000|60|60 Days||||BILL||03-5122 6977
AR-M114|MGB CONSTRUCTION & ENGINEERING SDN BHD|MYR|MYR|I|1004319|1004319|61954.13000000|61954.13000000|28-02-21|1|03-11-20||||2000000.00000000|60|60 Days||||BILL||03-7874 5888
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|  97649|  97649|61996.00000000|61996.00000000|01-03-20|1|04-12-19||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-B036|BRUNSFIELD TRADING SDN BERHAD|MYR|MYR|I|1003205|1003205|6200.00000000|6200.00000000|30-12-20|1|09-09-20||||5000000.00000000|90|90 Days||||Mei||03-7726 9898
AR-D011|DYNABRIDGE S/B|MYR|MYR|I|1003145|1003145|6200.00000000|6200.00000000|30-11-20|1|03-09-20||||3000000.00000000|60|60 Days||||Ken||03-9130 9886
AR-V008|VALSERV SDN BHD|MYR|MYR|I|  66335|  66335|6201.00000000|6201.00000000|01-03-16|1|24-12-15|*CREDIT HOLD*|||500000.00000000|60|60 Days||||||03-5513 8788*
AR-D011|DYNABRIDGE S/B|MYR|MYR|I|1004225|1004225|6203.25000000|6203.25000000|30-12-20|1|30-10-20||||3000000.00000000|60|60 Days||||Ken||03-9130 9886
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1003568|1003568|6204.32000000|6204.32000000|30-11-20|1|25-09-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005451|1005451|62055.14000000|62055.14000000|31-03-21|1|09-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1004875|1004875|62097.20000000|62097.20000000|28-02-21|1|01-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-S221|SSANGYONG ENGINEERING & CONSTRUCTION CO. LTD.|MYR|MYR|I|1003878|1003878|12594.01000000|62108.09000000|30-12-20|1|12-10-20||||2000000.00000000|60|60 Days||||Kok Wai||603-2181 6169 / 6515
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005058|1005058|62108.50000000|62108.50000000|28-02-21|1|14-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005414|1005414|62296.22000000|62296.22000000|31-03-21|1|07-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005415|1005415|62296.22000000|62296.22000000|31-03-21|1|07-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-E009|ECONPILE (M) S/B|MYR|MYR|I|1005432|1005432|62296.22000000|62296.22000000|31-03-21|1|08-01-21||||8000000.00000000|60|60 Days||||Mei||03-9171 9999
AR-C018|CASTMET SDN BHD|MYR|MYR|I|  75497|  75497|62318.25000000|62318.25000000|21-01-17|1|21-01-17|*CREDIT HOLD*|||5000000.00000000|30|30 Days||||||03-7733 3163
AR-J027|JACK-IN PILE (M) SDN BHD|MYR|MYR|I|1005069|1005069|62432.00000000|62432.00000000|31-01-21|1|14-12-20||||500000.00000000|60|60 Days||||Eeyan||03-9171 6888
AR-C114|CHINA 1ST METALLURGICAL CONSTRUCTION (M) SDN BHD|MYR|MYR|I|1000252|1000252|6258.00000000|6258.00000000|29-04-20|1|15-01-20|*CREDIT HOLD*|||0.00000000|30|30 Days||||Mei||03-80113148
AR-P058|PEMBINAAN BINTANG BARU SDN BHD|MYR|MYR|I|1005195|1005195|62612.90000000|62612.90000000|28-02-21|1|21-12-20||||10000000.00000000|0|CASH||||Mei||03-6275 6555*
AR-N033|NESTCON BUILDERS SDN BHD|MYR|MYR|I|1003762|1003762|62694.84000000|62694.84000000|30-12-20|1|06-10-20||||3000000.00000000|60|60 Days||||Kok Wai||03-8080 7792
AR-S063|S.P. MEGA SDN BHD|MYR|MYR|I|1004556|1004556|6270.00000000|6270.00000000|28-02-21|1|16-11-20||||1500000.00000000|90|90 Days||||Kok Wai||04-356 2336
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004419|1004419|6277.50000000|6277.50000000|31-01-21|1|07-11-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004478|1004478|6277.50000000|6277.50000000|31-01-21|1|10-11-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004497|1004497|6277.50000000|6277.50000000|31-01-21|1|11-11-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004499|1004499|6277.50000000|6277.50000000|31-01-21|1|11-11-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-A010|ALPACE ENGINEERING S/B|MYR|MYR|I|1004643|1004643|6277.50000000|6277.50000000|31-01-21|1|20-11-20||||2000000.00000000|60|60 Days||||Mei||03-5882 5389
AR-P120|PANADUNIA SDN BHD|MYR|MYR|I|  97585|  97585|630.00000000|630.00000000|01-03-20|1|13-12-19||||2000000.00000000|60|60 Days||||Ken||03-8961 3111
AR-B004|BIAXIS (M) SDN BHD|MYR|MYR|I|  89026|  89026|6300.00000000|6300.00000000|30-10-18|1|25-08-18|*CREDIT HOLD*|||1000000.00000000|60|60 Days||||Mei||03-8024 0405
